name,description,link_url,image_url
MAX LED Luminaire Flood,The robust MAX luminaire features a sophisticated mechanical design with a die-cast aluminum housing and heatsink and is finished with corrosion resistant polyester powder coat. Each PCB is mounted with a TVS (Transient Voltage Suppressors) to protect the LEDs from voltage transients. High-uniformity LED optics are constructed of durable optical polycarbonate that is impact and UV resistant. Various optical lenses are available for virtually any applications. #designer #post top #achitectural #Eunike #LED #Mounting #arm # side entry # twin arm #precise optical lens,https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Flood-Light/MAXLEDLuminaireFlood.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
V-Line Flood Light,"LED V-Line flood light series create a powerful, customizable tool for implementing a designer’s vision for nighttime facade lighting. With the ability to create extraordinary designs specific to the site, this powerful luminaire is extremely versatile for all lighting applications. It uses a die-casted aluminum housing, aerodynamic, and modern design. It is ideal to replace a halogen. High Quality Outdoor Powder Coat Finish. Two installation ways in trunnion and slip fitter.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Flood-Light/V-LineFloodLight.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
V-Line Flood Light With Photocell,"LED V-Line flood light series create a powerful, customizable tool for implementing a designer’s vision for nighttime facade lighting. With the ability to create extraordinary designs specific to the site, this powerful luminaire is extremely versatile for all lighting applications. It uses a die-casted aluminum housing, aerodynamic, and modern design. It is ideal to replace a halogen. High Quality Outdoor Powder Coat Finish. Two installation ways in trunnion and slip fitter.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Flood-Light/V-LineFloodLightWithPhotoCell.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Leopard Series Mini Flood Light,"The leopard series is designed to replace 70-150W MH luminaires while saving up to 88% in energy costs. The leopard series can be customized for virtually flood light and wall pack lighting application.This seires is ideal for outdoor applications such as building perimeters, loading areas, driverway’s sign and building flood lighting.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Flood-Light/LeopardSeriesMiniFloodLight.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Selectable Mini Flood Light,"The Selectable Mini Flood light provides uncompromising optical performance. Multiple arm designs and mounting options are available. Powered by advanced LEDs, featured by CCT selectable. Die-casted aluminum housing, aerodynamic, and modern design. It is ideal to replace a halogen.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Flood-Light/SelectableMiniFloodLight.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
LED Traditional Flood Light,"LED Flood light series uses a die-casting aluminum housing, simple but beautiful. It is designed to replace halogen, sodium and MH floodlights. Long lifespan, high brightness output and superior quality.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Flood-Light/LEDTraditionalFloodLight.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
LED Flood Light,"LED Flood light series uses a die-casting aluminum housing, simple but beautiful. It is designed to replace halogen, sodium and MH floodlights. Long lifespan, high brightness output and superior quality.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Flood-Light/LEDFloodLight.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
SMT Flood Light,"The SMT LED series distills the benefits of the latest in LED technology into a high performance, high efficacy,long-life luminaire. The outstanding photometric performance results in sites with excellent uniformity, greater pole spacing and lower power density. It is a better alternative for traditional street and area lighting with quick payback and improved performance. It is widely be used for Roadway, parking lots, walkways and general area spaces.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Flood-Light/SMTFloodLight.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
MT Flood Light,"The MT LED area light is a universal and scalable outdoor LED luminaire. The MT LED area light can be customized for virtually any type of outdoor lighting application by applying one of several different mounting options to a universal body to create an Area, Flood or Wall Pack luminaire. Four installation methods including Trunnion/Yoke, Slip fitter and Pole mount. The MT LED area light can be customized for standard on off wall switching, on/off motion sensor switching or multi-level motion sensor switching. The MT LED area light also comes standard with 1-10V dimming.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Flood-Light/MTLEDFloodLight100W150W200W.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
MT Flood Light With 480V Photocell,"The MT LED area light is a universal and scalable outdoor LED luminaire. The MT LED area light can be customized for virtually any type of outdoor lighting application by applying one of several different mounting options to a universal body to create an Area, Flood or Wall Pack luminaire. Four installation methods including Trunnion/Yoke, Slip fitter and Pole mount. The MT LED area light can be customized for standard on off wall switching, on/off motion sensor switching or multi-level motion sensor switching. The MT LED area light also comes standard with 1-10V dimming.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Flood-Light/MTLEDFloodLight100W150W200WWith480VPhotoc.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
MT Flood Light With 7 Pin Receptacle,"The MT LED area light is a universal and scalable outdoor LED luminaire. The MT LED area light can be customized for virtually any type of outdoor lighting application by applying one of several different mounting options to a universal body to create an Area, Flood or Wall Pack luminaire. Four installation methods including Trunnion/Yoke, Slip fitter and Pole mount. The MT LED area light can be customized for standard on off wall switching, on/off motion sensor switching or multi-level motion sensor switching. The MT LED area light also comes standard with 1-10V dimming.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Flood-Light/MTLEDFloodLight100W150W200WWith480VPhoto.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
MT Flood Light With Photocell,"The MT LED is a universal and scalable outdoor LED luminaire. The MT LED can be customized for virtually any type of outdoor lighting application by applying one of several different mounting options to a universal body to create an Area, Flood or Wall Pack luminaire. Four installation methods including Trunnion/Yoke Slip fitter, Wall mount and Pole mount. The MT LED is a scalable indoor/outdoor High Bay pendant mount LED luminaire. The MT LED can be customized for standard on off wall switching, on/off motion sensor switching or multi level motion sensor switching. The MT LED also comes standard with 0-10V dimming.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Flood-Light/MTLEDFloodLight100W150W200WWithPhotocell.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Cluster Canopy Light- Square,"The Cluster canopy light is powered by advanced LEDs, featured by wattage and CCT selectable. Die-cast aluminium housing comes in round and square shapes. Prismatic polycarbonate lens. It can be used in many building interior and exterior applications.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Parking-Garage-light/ClusterCanopyLight-Square.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Cluster Canopy Light-Round,"The Cluster canopy light is powered by advanced LEDs, featured by wattage and CCT selectable. Die-cast aluminium housing comes in round and square shapes. Prismatic polycarbonate lens. It can be used in many building interior and exterior applications.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Parking-Garage-light/ClusterCanopyLight.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Moon Series Garage and Canopy Fixture,"The moon series offers a high-performance solution for the most demanding applications packaged in a unique and easy to install design . With different precision refractive optical lenses and versatile mounting options including post top , low bay, parking garage, and gas station canopy, this luminaire can be used in many applications such as pedestrian street, factories, schools, gardens, courtyards, hotels, parking lots, and public parks.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Parking-Garage-light/LEDMOONSERIESPARKINGGARAGEFIXTURE.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
LS Garage Light – DLC Premium,"The LS series garage lights are the high-performance solution for the most demanding applications within a patented air cooling design. With an expected service life of 70,000 hours and an easy-install design, it provides an affordable initial cost and low total cost of ownership. With high lumen packages and precision refractive optics, the LS series can meet superior illumination performance requirements.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Parking-Garage-light/LSParkingGarageDLCPremium.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
LS Garage Light – DLC Premium With Wattstopper Motion Sensor,"The LS series garage lights are the high-performance solution for the most demanding applications within a patented air cooling design. With an expected service life of 70,000 hours and an easy-install design, it provides an affordable initial cost and low total cost of ownership. With high lumen packages and precision refractive optics, the LS series can meet superior illumination performance requirements.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Parking-Garage-light/LSParkingGarageDLCPremiumWithMotionSensor.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
LS Garage Light – DLC Premium With EBU,"The LS series garage lights are the high-performance solution for the most demanding applications within a patented air cooling design. With an expected service life of 70,000 hours and an easy-install design, it provides an affordable initial cost and low total cost of ownership. With high lumen packages and precision refractive optics, the LS series can meet superior illumination performance requirements.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Parking-Garage-light/LSParkingGarageDLCPremiumWithEBU.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Recessed PAD Canopy Light,"The PAD series is well designed to provide superior illumination performance in exterior ceiling mount and canopy applications. PAD series also provides LED solutions for garage applications requiring higher light levels, including entrances, and garage areas with high ceilings. It is ideal for gas stations,drive-through ATMs, hotel/airport drop-off centers and other soffit locations. It can also be used as a high bay light. High efficiency with up to 148 lm/W. Its patented air cooling design is unique for no ponding water and dusk.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Parking-Garage-light/PadParkingGarageandCanopy.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Selectable Canopy Light,"The Selectable canopy light is powered by advanced LEDs, featured by wattage and CCT selectable. Injection die-cast aluminium housing. Prismatic polycarbonate lens.Textured architectural bronze powdercoat finish. It can be used in many canopy and parking garage applications.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Parking-Garage-light/SelectableCanopyLight.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Canopy,"LED Canopy is designed to engineer light with 30 percent more light in 60 to 80 degree zonal region, and less than 25 percent light lost above the 70 to 80 degree plane. Heat and shock resistant. Energy Savings of as much as 90% than traditional lighting. Free of maintenance.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Parking-Garage-light/LEDCanopy.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Parking Garage light,LED Parking Garage is designed a beam spread from 0 to 170 degrees to reach the edge of the drive-through gas pump structures at service stations. Heat and shock resistant. Energy Savings of as much as 90% than traditional lighting. Free of maintenance.,https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Parking-Garage-light/LEDParkingGaragelight.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
J-BOX Canopy,"The J-BOX LED CANOPY is well designed to be superior illumination performance under exterior ceiling mount and canopy applications. J-BOX LED CANOPY series also provides LED solutions for garage applications, including entrances, and for garage areas.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Parking-Garage-light/J-BOXLEDCANOPY.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Pot Series Vapor Proof Fixtures- Ceiling Mount,"LED Pot Series vapor proof fixtures are designed to replace incandescent and CFL fixtures with high-quality, long-lasting illumination over doorways,scaffolding, construction sites, fire hydrants and emergency call stations.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Pot-Series-Vapor-Proof-Fixtures/LEDPotSeriesVaporProofFixtures.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Pot Series Vapor Proof Fixtures- Pendant Mount,"LED Pot Series vapor proof fixtures are designed to replace incandescent and CFL fixtures with high-quality, long-lasting illumination over doorways,scaffolding, construction sites, fire hydrants and emergency call stations.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Pot-Series-Vapor-Proof-Fixtures/PotSeriesVaporProofFixtures-PendantMount.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Pot Series Vapor Proof Fixtures- Wall Mount,"LED Pot Series vapor proof fixtures are designed to replace incandescent and CFL fixtures with high-quality, long-lasting illumination over doorways,scaffolding, construction sites, fire hydrants and emergency call stations.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-Pot-Series-Vapor-Proof-Fixtures/PotSeriesVaporProofFixtures-WallMount.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Selectable Vapor Tight Series,"The Selectable Vapor Tight Series provides gasketed enclosure which provides dust-free and moisture-free fixture. Made of high quality ABS base and polycarbonate lens. Length available in 2ft, 4ft and 8ft. The Vapor Tight Series can be widely used for food processing plants, meat lockers, beverage coolers, car washes, and parking structures.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LEDVaporTight/SelectableVaporTightSeries.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Vapor Tight,The LED vapor tight linear fixture is more energy-efficient and low maintenance compared with traditional fluorescent.This fixture is operating between 100 and 277 volts and comes in 4ft and 8ft. This fixture is a versatile wet location listed fixture for demanding industrial applications.,https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LEDVaporTight/LEDVaporTight.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Frame LED Light,"The Frame led light is designed with lightweight aluminum frame. Available in 2x2 and 2x4 sizes. Recessed form factor fits most T-grid systems. It is architectural recessed lighting solution that compatible for commercial and institutional environments, including office building, medical, health, educational, retail, hotel, airport, hospitality, etc.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/FrameLEDLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Slender Linear Panel Light,"The Slender Linear Panel light features popular 4"", 6"" width and length up to 8’. It provides powerful lines in any applications. Wattage adjustable and CCT selectable technology. Edge-lit with a light guide for soft illumination. It works with most ceiling types which will be your go-to-choice for offices, schools, hospital, corridor light industrial spaces or anywhere stylish lines of light are desired.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/SlenderLinearPanelLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Integrate T-grid Linear Light,"The integrated T-grid Linear Light features detachable LED module with triple-sided unique optic design, allowing direct and indirect lighting with its 120 degree beam angle. Choose Flat, Interlude or Slot track mounting system in either 15/16"" or 9/16"" connectivity for easy, creative, ceiling installations. Seamless, continuous run lengths, in linear or 90° connectivity allow for flexible lighting patterns and unlimited ceiling lighting customization.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/IntegrateT-gridLinearLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
"2.3"" WIDE MAGIC LED Linear Light","This MAGIC led linear fixture is a 2.3"" wide linear architectural luminaire with a slim and discreet profile. The MAGIC is available in standard lengths of 2′, 4′, and 8′, and can be joined together in seamless runs of desired length. The MAGIC is an affordable indirect/direct linear LED luminaire. Various optical design delivers uniform, continuous lines of light. Different pattern joiners available for unlimited lighting pattern design.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/23WIDEMAGICLEDLinearLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
MAGIC 1.8 LED Linear Light,"This MAGIC led linear fixture is a 1.8"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is wattage and CCT selectable. A selection of pattern creating joiners are available for unlimited lighting pattern designs.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGIC18LEDLinearLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Micro Reflector MAGIC LED Linear Fixture,"This MAGIC led linear fixture is a 1.3"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is an affordable indirect / direct linear LED luminaire. A selection of pattern creating joiners are available for unlimited lighting pattern designs. C hoose from a variety of optical lens effects, each delivering uniform, continuous lines of light.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGICLEDLinearFixtureMicroReflector.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Louver Lens MAGIC LED Linear Fixture,"This MAGIC led linear fixture is a 1.3"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is an affordable indirect / direct linear LED luminaire. A selection of pattern creating joiners are available for unlimited lighting pattern designs. C hoose from a variety of optical lens effects, each delivering uniform, continuous lines of light.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGICLEDLinearFixtureLouverLens.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Flush Diffused Lens MAGIC LED Linear Fixture,"This MAGIC led linear fixture is a 1.3"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is an affordable indirect / direct linear LED luminaire. A selection of pattern creating joiners are available for unlimited lighting pattern designs. C hoose from a variety of optical lens effects, each delivering uniform, continuous lines of light.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGICLEDLinearFixtureFlushDiffusedLens.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Drop Lens MAGIC LED Linear Fixture,"This MAGIC led linear fixture is a 1.3"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is an affordable indirect / direct linear LED luminaire. A selection of pattern creating joiners are available for unlimited lighting pattern designs. Choose from a variety of optical lens effects, each delivering uniform, continuous lines of light.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGICLEDLinearFixtureDropLens.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Wall Mount MAGIC LED Linear Fixture,"This MAGIC led linear fixture is a 1.3"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is an affordable indirect / direct linear LED luminaire. A selection of pattern creating joiners are available for unlimited lighting pattern designs. Choose from a variety of optical lens effects, each delivering uniform, continuous lines of light.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGICLEDLINEARLIGHTWallMount.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Surface Mounte MAGIC LED Linear Fixture,"This MAGIC led linear fixture is a 1.3"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is an affordable indirect / direct linear LED luminaire. A selection of pattern creating joiners are available for unlimited lighting pattern designs. Choose from a variety of optical lens effects, each delivering uniform, continuous lines of light.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGICLEDLINEARLIGHTSurface.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Pendant MAGIC LED Linear Fixture,"This MAGIC led linear fixture is a 1.3"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is an affordable indirect / direct linear LED luminaire. A selection of pattern creating joiners are available for unlimited lighting pattern designs. Choose from a variety of optical lens effects, each delivering uniform, continuous lines of light.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGICLEDLINEARLIGHTPendent.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
T Design MAGIC LED Linear Fixture,"This MAGIC led linear fixture is a 1.3"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is an affordable indirect / direct linear LED luminaire. A selection of pattern creating joiners are available for unlimited lighting pattern designs. Choose from a variety of optical lens effects, each delivering uniform, continuous lines of light.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGICLEDLinearFixtureTDesign.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Y Design MAGIC LED Linear Fixture,"This MAGIC led linear fixture is a 1.3"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is an affordable indirect / direct linear LED luminaire. A selection of pattern creating joiners are available for unlimited lighting pattern designs. Choose from a variety of optical lens effects, each delivering uniform, continuous lines of light.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGICLEDLinearFixtureYDesign.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
X Design MAGIC LED Linear Fixture,"This MAGIC led linear fixture is a 1.3"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is an affordable indirect / direct linear LED luminaire. A selection of pattern creating joiners are available for unlimited lighting pattern designs. Choose from a variety of optical lens effects, each delivering uniform, continuous lines of light.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGICLEDLinearFixtureXDesign.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
U Design MAGIC LED Linear Fixture,"This MAGIC led linear fixture is a 1.3"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is an affordable indirect / direct linear LED luminaire. A selection of pattern creating joiners are available for unlimited lighting pattern designs. Choose from a variety of optical lens effects, each delivering uniform, continuous lines of light.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGICLEDLinearFixtureUDesign.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
S Design MAGIC LED Linear Fixture,"This MAGIC led linear fixture is a 1.3"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is an affordable indirect / direct linear LED luminaire. A selection of pattern creating joiners are available for unlimited lighting pattern designs. Choose from a variety of optical lens effects, each delivering uniform, continuous lines of light.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGICLEDLinearFixtureSDesign.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
L Design MAGIC LED Linear Fixture,"This MAGIC led linear fixture is a 1.3"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is an affordable indirect / direct linear LED luminaire. A selection of pattern creating joiners are available for unlimited lighting pattern designs. Choose from a variety of optical lens effects, each delivering uniform, continuous lines of light.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGICLEDLinearFixtureLDesign.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Custom Design MAGIC LED Linear Fixture,"This MAGIC led linear fixture is a 1.3"" wide, linear architectural luminaire with a slim and a discrete profile. Available in standard lengths of 2′, 4′, and 8′ that can be joined together in seamless runs of desired length. The MAGIC Linear is an affordable indirect / direct linear LED luminaire. A selection of pattern creating joiners are available for unlimited lighting pattern designs. Choose from a variety of optical lens effects, each delivering uniform, continuous lines of light.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Linear/MAGICLEDLinearFixtureCustomDesign.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
(VRD) Vicky Ring Downward Acoustic Light,"The Vicky Ring light is a unique ring style light with an LED light source illuminating downward. It is available in sizes ranging from 23.6”(dia.) up to 196.9”(dia.). This design features aluminum body construction and an optional acoustic system that maximizes surface area to absorb sound waves and improve harmony in the installed space, providing a perfect integration of lighting and acoustic control.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Ring/VRDVickyRingDownwardAcousticLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
(VRD) Vicky Ring Downward Light,"The Vicky Ring light is a unique ring style light with an LED light source illuminating downward. It is available in sizes ranging from 23.6”(dia.) up to 196.9”(dia.). This design features aluminum body construction and an optional acoustic system that maximizes surface area to absorb sound waves and improve harmony in the installed space, providing a perfect integration of lighting and acoustic control.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Ring/VRDVickyRingDownwardLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
(VRUD) Vicky Ring Up & Downward Light,"The Vicky Ring light is a unique ring style light with an LED light source illuminating up and downward. It is available in sizes ranging from 23.6”(dia.) up to 196.9”(dia.) . Aluminum body constructions. A versatile architectural lighting solution,available as a surface or pendant mount.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Ring/VRUDVickyRingUpDownwardLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
(VRO) Vicky Ring Outward Light Acoustic Light,"The Vicky Ring light is a unique ring style light with an LED light source illuminating from its outer surface. It is available in sizes ranging from 23.6”(dia.) up to 59”(dia.). Aluminum body construction. Central canopy suspension is standard, with direct suspension and surface mounted as options.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Ring/VROVickyRingOutwardLightAcousticLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
(VRO) Vicky Ring Outward Light,"The Vicky Ring light is a unique ring style light with an LED light source illuminating from its outer surface. It is available in sizes ranging from 23.6”(dia.) up to 59”(dia.). Aluminum body construction. Central canopy suspension is standard, with direct suspension and surface mounted as options.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Ring/VROVickyRingOutwardLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
(VRI) Vicky Ring Inward Light Acoustic Light,"The Vicky Ring light is a unique ring style light with an LED light source illuminating from its inner surface. It is available in sizes ranging from 23.6”(dia.) up to 59”(dia.). This design features aluminum body construction and an optional acoustic system that maximizes surface area to absorb sound waves and improve harmony in the installed space, providing a perfect integration of lighting and acoustic control.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Ring/VRIVickyRingInwardLightAcousticLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
(VRI) Vicky Ring Inward Light,"The Vicky Ring light is a unique ring style light with an LED light source illuminating from its inner surface. It is available in sizes ranging from 23.6”(dia.) up to 59”(dia.). This design features aluminum body construction and an optional acoustic system that maximizes surface area to absorb sound waves and improve harmony in the installed space, providing a perfect integration of lighting and acoustic control.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Ring/VRIVickyRingInwardLightAcousticLight-copy.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
WAI Acoustic Pendant Light,"The WAI pendant light comes in Y-shaped form. Available in multiple sizes to fit the scale, proportions and light output requirements of the project. Available in direct or direct and indirect light distributions. Acoustic system that maximizes surface area to absorb sound waves and improve harmony in the installed space, providing a perfect integration of lighting and acoustic control.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Pendant/WAIPendantLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
