name,description,link_url,image_url,manufacturer_id
36″ Wide Sanctuary Pendant | 159085,no description available.,https://2ndave.com/product/36-wide-sanctuary-pendant-159085/,https://2ndave.com/wp-content/uploads/2022/12/159085.jpg,1261
36″W Madison Inverted Pendant | 151472,"Offering a distinctive transitional marbleized look, Madison is designed with a stunning Travertine Idalight diffuser and complemented with hardware finished in Nickel. The pendant is perfect for enhancing living rooms, dining areas, offices and other spaces in both residential and commercial environments. Handcrafted by highly skilled artisans in our 180,000 manufacturing facility in Yorkville, New York. This fixture is available in custom sizes, styles, and colors. Dimmable energy efficient lamping option options such as LED are available. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-madison-inverted-pendant-151472/,https://2ndave.com/wp-content/uploads/2022/12/151472.jpg,1261
36″W Madison Inverted Pendant | 156594,"For a sophisticated refined look, Madison is designed with a stunning Statuario Idalight diffuser and complemented with hardware finished in Timeless Bronze. The transitionally styled pendant is perfect for enhancing corridors and other spaces in both residential and commercial environments. Handcrafted in the Yorkville, NY. Custom styles, sizes and colors are available, as well as dimmable energy efficient lamping options. The pendant is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/36w-madison-inverted-pendant-156594/,https://2ndave.com/wp-content/uploads/2022/12/156594.jpg,1261
36″W Madison Inverted Pendant | 166080,"For a sophisticated look that will add cool appeal to any space, Madison is designed with a Statuario Idalight diffuser that is complemented with hardware and accents finished in Timeless Bronze. The transitionally styled fixture is perfect for enhancing corridors, lobbies, living rooms and other areas in both residential and commercial environments. This ceiling fixture is crafted by the highly skilled hands of artisans in the Yorkville, New York in the USA. Custom styles, sizes and colors are available, as well as dimmable energy efficient lamping options. The pendant is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-madison-inverted-pendant-166080/,https://2ndave.com/wp-content/uploads/2022/12/166080.jpg,1261
36″W Madison Inverted Pendant | 178063,"For a sophisticated look that will add cool appeal to any space, Madison is designed with a Travertine Idalight diffuser which is complemented with hardware and accents featured in a Mahogany Bronze finish. The transitionally styled, bowl shaped fixture is perfect for enhancing corridors, lobbies, living rooms and other areas in both residential and commercial environments. This ceiling fixture is crafted by the highly skilled hands of artisans in our 180,000 square foot manufacturing facility in the Yorkville, New York in the USA. Custom styles, sizes and colors are available, as well as dimmable energy efficient lamping options such as LED. The pendant is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-madison-inverted-pendant-178063/,https://2ndave.com/wp-content/uploads/2022/12/178063.jpg,1261
36″W Madison Semi-Flushmount | 111816,"Bring a clean, understated transitional look into a residential, commercial, hotel or restaurant with the Madison Inverted Pendant. Ideal for foyers, lobbies and other large spaces, this ceiling fixture is designed with a classic Ambra Siena Idalight shade and complemented with Timeless Bronze finished hardware. Custom crafted by highly skilled artisans in the USA. Custom options include special sizes, designs and finishes, as well as dimmable energy efficient lamping options. The fixture is UL Listed for dry and damp locations.",https://2ndave.com/product/36w-madison-semi-flushmount-111816/,https://2ndave.com/wp-content/uploads/2022/12/111816.jpg,1261
36″W Madison Semi-Flushmount | 151473,"Offering a distinctive transitional marbleized look, Madison is designed with a stunning Travertine Idalight diffuser and complemented with hardware featured in a Nickel finish. The transitionally styled pendant is perfect for enhancing corridors, living spaces, guest rooms and other areas in both residential and commercial environments. Custom crafted in the Yorkville, NY.",https://2ndave.com/product/36w-madison-semi-flushmount-151473/,https://2ndave.com/wp-content/uploads/2022/12/151473.jpg,1261
36″W Mansfield 8 LT Chandelier | 174903,"Blending rustic chic with a rich distinguished look, the Mansfield Chandelier features an Ombre Lavato finished steel ring with rugged styled spokes. Timeless beauty and ambient illumination are provided by 8 Silver Mica Cylindres which are mounted on this structure, each perched on a holder attached with an arm to the ring. This chandelier is ideal for illuminating dining areas, conference tables, lobbies and other residential and commercial spaces. The fixture is handcrafted by our artisans in the USA in our manufacturing facility in Yorkville, New York. Custom colors, styles and sizes are available, as well as dimmable energy efficient lamping options such as LED. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-mansfield-8-lt-chandelier-174903/,https://2ndave.com/wp-content/uploads/2022/12/174903.jpg,1261
36″W Obsidian Pendant | 178817,"Obsidian highlights a Grand profile featuring a teardrop-shaped Ambra Siena Idalight diffuser which is enhanced with a smooth rugged ring in a warm Antique Copper finish. Curved panels of stunning Idalight are graced with a decorative finial on the bottom. Handcrafted in the USA, this fixture is available in custom designs, colors and sizes as well. Dimmable energy efficient lamping options such as LED are available. This pendant is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-obsidian-pendant-178817/,https://2ndave.com/wp-content/uploads/2022/12/178817.jpg,1261
36″W Octavia 6 LT Chandelier | 156964,"Add graceful details to any interior decor with this elegant lighting design that provides soft ambient illumination. 6 Tawnyrock Idalight Cylindres are perched on decorative bobeches that are embraced by an elegant frame with curved arms in a richly hued Antiquity finish. Handcrafted in our manufacturing facility in the USA, this Hand-forged Iron chandelier is available in custom colors, styles, size and dimmable energy efficient lamping options to individualize the look that you need. The 36-inch wide Octavia chandelier is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/36w-octavia-6-lt-chandelier-156964/,https://2ndave.com/wp-content/uploads/2022/12/156964.jpg,1261
36″W Octavia 6 LT Chandelier | 179905,"Add graceful detail and beautiful ambient illumination to any interior decor with this elegant Octavia lighting design. 6 Amber faux candlelights are perched on bobeches, which are embraced by an exquisite curved frame with an Antique Iron Ore finish. Custom crafted in our manufacturing facility in the USA, this chandelier is perfect for creating a welcoming environment in any space. Choose a custom color, style, size or lamping option to individualize the look that you need. This 36-inch wide fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-octavia-6-lt-chandelier-179905/,https://2ndave.com/wp-content/uploads/2022/12/179905.jpg,1261
36″W Penelope 8 LT Pendant | 138459,"Superb American craftsmanship creates the beauty of fine lighting with the elegant Penelope pendant. A circular frame features a Divinity Ivory Linen Textrene diffuser which is enhanced with a decorative accents, frame and hardware hand featured in an Antique Iron Gate finish The pendant illuminates with 6 customer-supplied BA9 20-watt LED lamps for energy savings. Custom sizes, designs and colors are available, as well as dimmable energy efficient lamping options. The fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-penelope-8-lt-pendant-138459/,https://2ndave.com/wp-content/uploads/2022/12/138459.jpg,1261
36″W Polonaise 6 LT Chandelier | 154071,"Graceful and elegant like a classic dance, this chandelier features a candelabra transformed into a chandelier with an intricately curved frame. This is an ideal centerpiece with six gently curved arms and bobeches adorned with faux candlelights that provide brilliant illumination. The hardware, which includes a ringlet accent for that added decorative touch, is finished in Timeless Bronze. Custom crafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Choose from an extensive custom palette of lighting designs, sizes, colors, styles and energy efficient lamping options. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-polonaise-6-lt-chandelier-154071/,https://2ndave.com/wp-content/uploads/2022/12/154071.jpg,1261
36″W Punjab Pendant | 163867,"Like an uncommon onion body ready to unfurl each layer of densely clustered fibrous skin petal by petal, this creation evolves as a unique lighting centerpiece for a kitchen, foyer or any room in nearly any space. Punjab features a Solid Steel pendant handcrafted in a Transparent Copper finish with Gold Highlights. Custom crafted in our manufacturing facility in the USA, this fixture is available in custom materials, styles and finishes, as well as dimmable energy efficient lamping options. UL and cUL Listed.",https://2ndave.com/product/36w-punjab-pendant-163867/,https://2ndave.com/wp-content/uploads/2022/12/163867.jpg,1261
36″W Rama Vanity Light | 158811,"Inspired by the long winding vines of Passion fruit that grow across a trellis, long winding rods of solid steel hand finished in Delmonico Bronze adorn this striking Fleshtone Idalight vanity light which is bordered with steel bands on each side. Use this fixture as a fixture in a bath or as a wall sconce to illuminate a corridor. Handcrafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Options include dimmable energy efficient lamping, as well as custom sizes, styles and colors. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-rama-vanity-light-158811/,https://2ndave.com/wp-content/uploads/2022/12/158811.jpg,1261
36″W Revival Deco Cilindro Flushmount | 114701,"This fanciful fixture with a diamond motif and a curved shape is reminiscent of the high art of the Art Deco era. This flushmount is hand finished in Black, and features a Whitestone Idalight shade. Handcrafted in the USA by artisans. Energy efficient lamping options available. Custom colors, sizes and styles offered. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/36w-revival-deco-cilindro-flushmount-114701/,https://2ndave.com/wp-content/uploads/2022/12/114701.jpg,1261
36″W Sienna 8 LT Chandelier | 115923,"Designed as an elegant statement centerpiece for any room, this Sienna chandelier renders 8 scrolled arms that feature Amber faux candlelights perched on bobeches. This lovely fixture embodies a decorative hub, bottom finial and hardware in a bold Blackwash finish. Hand detailed American craftsmanship are perfected by years of time honored artistry, passed down from generations of prolific artisans. This fixture is available in custom sizes, styles, colors and dimmable energy efficient lamping options such as LED. The 36-inch wide chandelier is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/36w-sienna-8-lt-chandelier-115923/,https://2ndave.com/wp-content/uploads/2022/12/115923.jpg,1261
36″W Sienna 8 LT Chandelier | 151019,"Designed as an elegant statement centerpiece for any room, this Sienna chandelier features 8 Amber faux candlelights that are perched on bobeches with scrolled accents. This lovely custom fixture features a decorative hub and luxurious hardware in a Cajun Spice finish. Quality materials and hand detailed American craftsmanship are perfected by years of time honored artistry, passed down from generations of highly skilled artisans in the USA. This lighting fixture is available in custom sizes, styles, colors and dimmable energy efficient lamping options. Sienna is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/36w-sienna-8-lt-chandelier-151019/,https://2ndave.com/wp-content/uploads/2022/12/151019.jpg,1261
36″W Star Semi-Flushmount | 146797,"A magnificent five-point Star is brilliantly displayed as an illuminated centerpiece for any room in a residential, hospitality or commercial environment. Designed with five points and complemented with a lighted pentagon shaped hub perched on the bottom, the fixture features exquisite scrolled designs in a Gilded Tobacco finish over a stunning Amber Mica diffusers. The intricate trim features sparkling Clear Glass jeweled accents. Handcrafted by highly skilled artisans in Upstate New York, this fixture is available in custom sizes, designs and colors, as well as dimmable energy efficient lamping options such as LED. The fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/36w-star-semi-flushmount-146797/,https://2ndave.com/wp-content/uploads/2022/12/146797.jpg,1261
36″W Tennessee Flushmount | 168370,"This ceiling fixture is designed with a unique Corrugated Steel frame in a Costello Black finish which surrounds a highly polished corrugated stainless steel reflector. Ambient light is projected from six Edison styled lamps embraced by a six-light cluster in a Brass finish.Custom designs, colors and sizes are available, as well as dimmable energy efficient lamping.This fixture is UL and cUL listed for damp and dry location.",https://2ndave.com/product/36w-tennessee-flushmount-168370/,https://2ndave.com/wp-content/uploads/2022/12/168370.jpg,1261
36″W Toscano 12 LT Two Tier Chandelier | 120164,"An exquisite two tier chandelier design comes to light with all of the sparkle of a regal castle, conjuring up images of romantic bygone days. 12 Amber faux candlelights perched on bobeches with ballpoint accents are embraced by linear arms with scroll accents. The authentic frame and hardware that supports this fixture are featured in a Gilded Tobacco finish. Handcrafted in the USA, custom sizes, styles, colors and dimmable energy efficient lamping options such as LED are available. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-toscano-12-lt-two-tier-chandelier-120164/,https://2ndave.com/wp-content/uploads/2022/12/120164.jpg,1261
36″W Toulouse Personalized Monogram Inverted Pendant | 175031,"This exquisite Toulouse ceiling pendant is personalized with the monogram HHI for Harts Hill Inn across the border and surrounded with scroll accents. The fixture features stunning Whitestone Idalight, which is enhanced with a frame, hardware and decorative accents in a Charcoal Gray finish. 4 Downlights deliver functional lighting, 6 inner lights bring out the beauty of the Idalight, and 3 uplights provide ambient illumination–all operating on separate circuits. Custom crafted in our 180,000 square foot manufacturing facility in Yorkville, NY. UL and cUL listed for damp and dry locations. Personalized items are shown as examples of our craftsmanship only and not for sale as is, but can be customized to fit your personal needs.",https://2ndave.com/product/36w-toulouse-personalized-monogram-inverted-pendant-175031/,https://2ndave.com/wp-content/uploads/2022/12/175031.jpg,1261
36″W Urban Spoked Semi-Flushmount | 148835,"From Manhattan to LA and everywhere in between, this fixture evokes an eclectic design flair that will enhance any dining area, conference room, lobby or restaurant. An appealing Fleshtone Idalight bowl diffuses soft ambient light while the frame and curved suspension rods are hand finished in an Oil Rubbed Bronze. Handcrafted by skilled artisans in the Yorkville, NY Manufacturing facility. Custom sizes, styles and colors. Energy efficient lamping options. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-urban-spoked-semi-flushmount-148835/,https://2ndave.com/wp-content/uploads/2022/12/148835.jpg,1261
36″W Urban Spoked Semi-Flushmount | 154107,"For an impressive touch on your ceiling, Urban presents an inviting mood with gorgeous lighting that complements today’s interiors. A solid Timeless Bronze finished heavy steel frame, accented with spoke inspired accents, embraces a Botticino and Crystal Idalight diffuser. This work of art is the result of the fine craftsmanship of highly skilled artisans who create beautiful lighting in Yorkville, New York. Choose from an extensive custom palette of lighting designs, sizes, colors, styles and energy efficient lamping options. This fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-urban-spoked-semi-flushmount-154107/,https://2ndave.com/wp-content/uploads/2022/12/154107.jpg,1261
36″Wide Cilindro Tapered Pendant | 127437,"Designed with a clean look and stunning tapered profile that fits into a variety of interiors, this ceiling pendant defines a sophisticated aesthetic. The White Textrene shade is complemented with hardware in a hand applied Golden Bronze finish. The overall height of this pendant ranges from 41.5 to 100 inches as the chain length can be easily adjusted in the field to accommodate your specific lighting application needs. Handcrafted by highly skilled artisans in our 180,000 square foot manufacturing facility in the USA. Custom options available. UL and cUL listed for dry and damp locations however we do not recommend installing it in spaces that experience a large amount of moisture due to the fabric shade.",https://2ndave.com/product/36wide-cilindro-tapered-pendant-127437/,https://2ndave.com/wp-content/uploads/2022/12/127437.jpg,1261
36″Wide Gravity Pendant | 171307,"A dramatically styled pendant, Gravity features a dome-shaped shade that is hand finished in Solar Black and strikingly set on the outer surface, amazingly contrasting against a Vintage Copper internal metallic finish. The richly appointed interior results in a warm, burnished glow. Handcrafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York, this fixture is offered with custom styles, finishes and sizes and is available with dimmable LED and other energy efficient lamping options. The pendant is UL and cUL listed for damp listings.",https://2ndave.com/product/36wide-gravity-pendant-171307/,https://2ndave.com/wp-content/uploads/2022/12/171307.jpg,1261
36″Wide Liesel 6 Light Chandelier | 146660,"Exquisite styling and luxurious charm are reflected in this elaborate lighting masterpiece. Liesel features an elegant design adorned with appealing scrollwork, frame and hardware in a bold Blackwash finish. Perfect for illuminating lobbies, dining rooms, and other spaces, the sophisticated chandelier is adorned with 6 Ivory faux candlelights perched on delicate bobeches and designed for beautiful ambient light. The 3-foot wide fixture features hand detailed American craftsmanship perfected by years of time-honored artistry in our 180,000 square foot manufacturing facility in Upstate NY. Custom sizes, styles, and colors are available, as well as dimmable energy efficient lamping options. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36wide-liesel-6-light-chandelier-146660/,https://2ndave.com/wp-content/uploads/2022/12/146660.jpg,1261
37.5″W Byzantine 9 LT Two Tier Chandelier | 137956,"Stylized Byzantine Cross insignias adorn the rugged rings of this classic ceiling fixture. These two luxurious rings are handcrafted of Brushed Gold finished metal hardware, along with wave-like arms and ballpoint accent on bottom, to blend with nearly any interior decor. 9 Amber faux candlelights provide beautiful ambient illumination. The fixture, which includes a matching beaded garland, is perfect as the centerpiece for living spaces, foyers, conference rooms, lobbies and other spaces. Handmade by highly skilled artisans in the USA. Custom sizes, designs, finishes and dimmable lamping options such as LED are available. This Gothic influenced chandelier, which is nearly 38 inches wide, is UL and CUL listed dry and damp locations.",https://2ndave.com/product/37-5w-byzantine-9-lt-two-tier-chandelier-137956/,https://2ndave.com/wp-content/uploads/2022/12/137956.jpg,1261
37.5″W Loxley Jadestone 8 LT Chandelier | 140445,"Replicating an old world chandelier of yore, Loxley was custom crafted with 8 White/Light Green Jadestone Cylindres on a decorative ring hand finished in Chestnut. Ideal for illuminating dining areas, conference tables, lobbies and other residential and commercial spaces. Handcrafted by artisans in the USA, in our manufacturing facility in Yorkville, NY. Custom colors, styles and sizes available. Energy efficient lamping options.",https://2ndave.com/product/37-5w-loxley-jadestone-8-lt-chandelier-140445/,https://2ndave.com/wp-content/uploads/2022/12/140445.jpg,1261
37″ Wide Bordeaux 8 Light Chandelier | 260209,no description available.,https://2ndave.com/product/37-wide-bordeaux-8-light-chandelier-260209/,https://2ndave.com/wp-content/uploads/2023/03/260209.jpg,1261
37″ Wide Urban Semi-Flushmount | 21015,"Sleek contemporary lines are featured on this Urban flushmount handcrafted in the USA by highly skilled artisans. The ceiling fixture features a Whitestone Idalight diffuser that is complemented with hardware in a Timeless Bronze finish. Handmade by highly skilled artisans in the USA. Custom colors, styles, sizes and dimmable energy efficient lamping options such as LED are available. The fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/37-wide-urban-semi-flushmount-21015/,https://2ndave.com/wp-content/uploads/2023/02/21015.jpg,1261
37″W Belvedere 8 LT Chandelier | 120273,"Exquisite styling and luxurious charm are reflected in this lighting masterpiece. Belvedere renders an elegant design adorned with a multitude of scrolled accents in a Gilded Tobacco finish. This sophisticated chandelier renders 8 Crystal Idalight shades perched on delicate bobeches and designed for beautiful ambient lighting. This chandelier is perfect for illuminating lobbies, dining rooms and other spaces. Custom sizes, styles and colors are available, as well as dimmable energy efficient lamping options such as LED. This 3-foot wide fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/37w-belvedere-8-lt-chandelier-120273/,https://2ndave.com/wp-content/uploads/2022/12/120273.jpg,1261
37″W Larkfield Inverted Pendant | 140376,"An eclectic elegance evokes with the Larkfield inverted pendant which features a Travertine Idalight on the lower body of the shade complemented with Maduro Idalight on the upper trim. Abstract expressionist patterns are highlighted on the shade. Crystal Pendalogs and a Crystal Orb accent this fixture. Handcrafted in the USA, this sumptuous pendant is available in custom sizes, styles and finishes. Dimmable energy efficient lamping options such as LED are available. The fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/37w-larkfield-inverted-pendant-140376/,https://2ndave.com/wp-content/uploads/2022/12/140376.jpg,1261
37″W Urban Semi-Flushmount | 155899,"For an impressive touch on your ceiling, Urban presents an inviting, soulful mood with gorgeous lighting that complements today’s interiors. A solid Timeless Bronze finished heavy steel frame embraces a Sahara Taupe Idalight diffuser. This work of art is the result of the fine craftsmanship of highly skilled artisans who create beautiful lighting in our 180,000 square foot manufacturing facility in Yorkville, New York. Choose from an extensive custom palette of lighting designs, sizes, colors, styles and energy efficient lamping options. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/37w-urban-semi-flushmount-155899/,https://2ndave.com/wp-content/uploads/2022/12/155899.jpg,1261
38.5″ Wide New Country French 9 Light Chandelier | 143064,"An elaborate, elegant chandelier design comes to light with sparkle and glamour. Exquisite crystal droplets and nine Amber faux candlelights perched on decorative bobeches are embraced by exquisite scrolled arms that are featured in a Cajun Spice Textured finish. Matching Acanthus Leaves are draped from the hanging chain and support this lovely fixture. The overall height ranges from 48 to 107 inches as the chain length can be easily adjusted in the field to accommodate your specific lighting application needs Handcrafted in our 180,000 square foot manufacturing facility in Yorkville, New York. Candlelight colors, metal finishes and fixture sizes can be customized to your needs. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/38-5-wide-new-country-french-9-light-chandelier-143064/,https://2ndave.com/wp-content/uploads/2022/12/143064.jpg,1261
38.5″W Penelope 6 LT Pendant | 135929,"Superb American craftsmanship creates the beauty of fine lighting with the elegant Penelope pendant. A circular frame features a Statuario Idalight diffuser which is enhanced with decorative accents, frame and hardware hand featured in a Brushed Nickel finish Custom sizes, designs and colors are available, as well as dimmable energy efficient lamping options such as LED. The fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/38-5w-penelope-6-lt-pendant-135929/,https://2ndave.com/wp-content/uploads/2022/12/135929.jpg,1261
38″ Long Neo Pot Rack | 197433,"A transitional functional design, this elegant pot rack showcases scroll accents and hardware in an Oil Rubbed Bronze finish. The frame is designed with hooks to display fine cookware and accessories for easy access to fine kitchens and other culinary spaces. The overall height of this chandelier ranges from 22 to 66 inches and the chain length can be easily adjusted in the field to accommodate your specific needs. Handcrafted by expert artisans in our 180,000 square foot manufacturing facility in Yorkville, NY, this oblong rack is available in custom sizes, styles, and finishes. Lamping such as LEDs can be added if illumination is desired. This 38-inch long fixture also can be personalized with your brand name, logo, or family name. (Cookware not included)",https://2ndave.com/product/38-long-neo-pot-rack-197433/,https://2ndave.com/wp-content/uploads/2022/12/197433.jpg,1261
38″ Long Neo Pot Rack | 223346,(Cookware not included),https://2ndave.com/product/38-long-neo-pot-rack-223346/,https://2ndave.com/wp-content/uploads/2022/12/223346.jpg,1261
38″ Long Neo Pot Rack | 226654,The material is Steel. The finish is Copper Rust. (Cookware not included),https://2ndave.com/product/38-long-neo-pot-rack-226654/,https://2ndave.com/wp-content/uploads/2022/12/226654.jpg,1261
38″ Long Neo Pot Rack | 233634,The material is Steel. The finish is Pewter. (Cookware not included),https://2ndave.com/product/38-long-neo-pot-rack-233634/,https://2ndave.com/wp-content/uploads/2022/12/233634.jpg,1261
38″ Square Kimberly 20 Light Chandelier | 130490,"The Kimberly chandelier embodies elaborate Hand-Forged Iron scrollwork with a matching frame and exquisite Acanthus leaf accents featured in Rustic Iron. This luxurious fixture is ideal as a lustrous centerpiece for a variety of rooms in fine residential, hospitality and commercial settings. Handcrafted in our 180,000 square foot manufacturing facility in Yorkville, New York. Lamp styles, metal finishes and fixture sizes can be customized to your needs. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/38-square-kimberly-20-light-chandelier-130490/,https://2ndave.com/wp-content/uploads/2022/12/130490.jpg,1261
38″ Square Veta Inverted Pendant | 124062,"A cool contemporary ceiling pendant. Designed for fine interiors in homes, hotels, restaurants and commercial spaces. This geometric styled fixture features a Statuario Idalight diffuser. The shade is complemented with a solid frame and hardware in a Gilded Tobacco finish. The Veta Inverted Pendant is featured in our American Made, American designed, handcrafted Modern Lighting Collection. Manufactured in Yorkville, New York. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/38-square-veta-inverted-pendant-124062/,https://2ndave.com/wp-content/uploads/2022/12/124062.jpg,1261
38″ Wide Antonia 8 Light Chandelier | 156609,"Exquisite styling and luxurious charm are reflected in the Antonia Chandelier, which is adorned with 8 Amber faux candlelights perched on floral bobeches with scrolled arms. The lavish decorative accents, including Acanthus leaves, frame and Hand-Forge Iron Hardware, are featured in an Antiquity finish and enhanced with Crystal droplet accents. The fixture features quality materials and hand detailed American craftsmanship perfected by years of time honored artistry, passed down from generations of highly skilled artisans. Custom sizes, styles, colors and dimmable energy efficient lamping options such as LED are available. The chandelier is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/38-wide-antonia-8-light-chandelier-156609/,https://2ndave.com/wp-content/uploads/2022/12/156609.jpg,1261
38″ Wide Barrel Stave Metallo 8 Light Chandelier | 155819,"Inspired by antique staves traditionally bound by wooden or metal hoops in the construction of beer barrels and wine casks, this Timeless Bronze finished steel chandelier is accented with eight delicate faux candles suspended from sturdy arms and bobeches. Rustic charm blends with Gothic beauty as this fixture is ideal for a wide range of lighting applications. This chandelier is custom crafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Custom sizes, styles, colors and dimmable energy efficient lamping options are available. The chandelier is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/38-wide-barrel-stave-metallo-8-light-chandelier-155819/,https://2ndave.com/wp-content/uploads/2022/12/155819.jpg,1261
38″ Wide Claudio 6 Light Chandelier | 120065,"Bolster a dining room, foyer or any other room in your castle with the stunning Claudio Chandelier. This Gothic Revival styled fixture features quatrefoil designs with floral medallions which are complemented with floral ballpoint bobeches embracing six Amber faux candlelights. The frame, decorative accents and hardware are featured in a Cajun Spice finish. Custom sizes, styles and finishes are available, as well as dimmable energy efficient lamping options such as LED. The 38-inch wide fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/38-wide-claudio-6-light-chandelier-120065/,https://2ndave.com/wp-content/uploads/2022/12/120065.jpg,1261
38″ Wide D’Aulnoy 18 Light Pendant | 255884,"Inspired by the French fairy tale called The Golden Branch, this unique chandelier will serve as the perfect centerpiece for transforming a home into your castle. Brilliant Antique Brass-finished arms with crystal accents adorn this elegant lighting fixture. 5 Edison-styled lamps provide beautiful ambient illumination for residential and hospitality settings. The d’Aulnoy Chandelier is included in our American-designed, handcrafted Nature Inspired Collection. UL and cUL listed for dry and damp locations. Custom made. Call for pricing and lead time.",https://2ndave.com/product/38-wide-daulnoy-18-light-pendant-255884-2/,https://2ndave.com/wp-content/uploads/2023/03/255884.jpg,1261
38″ Wide Julianne Semi-Flushmount | 120284,"Julianne offers a unique scrolled design where forms and accents illuminate brilliantly and are complemented with appealing Ruby Red colored jewels around the perimeter. Embraced by the round metal frame and hardware in a Coffee Bean finish, the pendant features a Silver Mica side diffuser and an Amber Mica bottom diffuser. Handcrafted by highly skilled artisans in our manufacturing facility in Upstate New York, this transitional styled fixture is available in a wide range of custom choices including various designs, colors, sizes and dimmable energy efficient lamping options such as LED. The 38-inch wide fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/38-wide-julianne-semi-flushmount-120284/,https://2ndave.com/wp-content/uploads/2022/12/120284.jpg,1261
38″ Wide Lamarr Pendant | 239878,no description available.,https://2ndave.com/product/38-wide-lamarr-pendant-239878/,https://2ndave.com/wp-content/uploads/2022/12/239878.jpg,1261
38″ Wide Loxley Hugo 12 Light Chandelier | 260339,no description available.,https://2ndave.com/product/38-wide-loxley-hugo-12-light-chandelier-260339/,https://2ndave.com/wp-content/uploads/2023/06/260339.jpg,1261
38″ Wide West Albany 16 Light Pendant | 120511,"A nautical-inspired style defines the West Albany Pendant for interior and exterior applications. The fixture features a Clear Seeded Glass cylinder lens which is surrounded by a decorative and protective cage finished in an Oil Rubbed Bronze. The diffuser reveals 16 Ivory faux candlelights for beautiful ambient illumination. The overall height ranges from 57 to 102 inches as the chain length can be easily adjusted in the field to accommodate your specific lighting application needs. Handcrafted by master artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Fixture designs, metal finishes and sizes can be customized to meet your needs. UL and cUL listed for dry, damp and wet locations.",https://2ndave.com/product/38-wide-west-albany-16-light-pendant-120511/,https://2ndave.com/wp-content/uploads/2022/12/120511.jpg,1261
38″ Wide West Albany 16 Light Pendant | 153278,"A nautical-inspired style defines the West Albany Pendant for interior and exterior application. The fixture features a Clear Seeded Glass cylinder lens which is surrounded by a decorative and protective cage finished in Antiquity. The diffuser reveals 16 Ivory faux candlelights. The overall height ranges from 21 to 25 inches as the chain length can be easily adjusted in the field to accommodate your specific lighting application needs. Handcrafted by master artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Fixture designs, metal finishes and sizes can be customized to meet your needs. UL and cUL listed for dry, damp and wet locations and features anti-sway chains for breezy conditions.",https://2ndave.com/product/38-wide-west-albany-16-light-pendant-153278/,https://2ndave.com/wp-content/uploads/2022/12/153278.jpg,1261
38″L Handforged 6 LT Oval Chandelier | 157894,"The ultimate in lighting elegance and distinction. Exquisite scrolls and contours and a timeless eclectic design underscore this stylish chandelier. Six faux candlelights are perched on Solid Steel bobeches that are featured in a Chestnut finish. The chandelier is custom crafted in the USA. Custom styles, colors, sizes and dimmable energy efficient lamping options are available.",https://2ndave.com/product/38l-handforged-6-lt-oval-chandelier-157894/,https://2ndave.com/wp-content/uploads/2022/12/157894.jpg,1261
38″L Handforged Oval 6 LT W/Downlights Chandelier Hardware | 151537,no description available.,https://2ndave.com/product/38l-handforged-oval-6-lt-w-downlights-chandelier-hardware-151537/,https://2ndave.com/wp-content/uploads/2022/12/151537.jpg,1261
